Target_Acc.,Targeting_miRNAs,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions,Target_Desc.
CcGene_02775,21,21,4.119047619047619,4.0,2.5,0,0,2,20,1,
CcGene_02896,21,21,4.285714285714286,4.5,3.0,0,0,2,20,1,
CcGene_02936,21,21,4.380952380952381,4.5,3.5,0,0,0,13,8,
CcGene_03102,21,21,4.309523809523809,4.5,2.5,0,0,1,15,6,
CcGene_03196,21,21,4.666666666666667,5.0,4.0,0,0,0,20,1,
CcGene_03233,21,21,4.523809523809524,4.5,3.5,0,0,0,14,7,
CcGene_03245,21,21,4.071428571428571,4.0,2.5,0,0,3,19,2,
CcGene_03316,21,21,4.523809523809524,5.0,1.5,0,1,2,11,10,
CcGene_03507,21,21,4.333333333333333,4.5,3.5,0,0,0,20,1,
CcGene_03516,21,21,4.285714285714286,4.0,3.5,0,0,0,11,10,
CcGene_03537,21,21,4.523809523809524,5.0,3.0,0,0,1,17,4,
CcGene_03592,21,21,4.238095238095238,4.5,2.5,0,0,3,20,1,
CcGene_03665,21,21,4.880952380952381,5.0,4.0,0,0,0,20,1,
CcGene_03675,21,21,4.571428571428571,4.5,3.0,0,0,1,17,4,
CcGene_03748,21,21,4.333333333333333,4.5,3.5,0,0,0,20,1,
CcGene_03778,21,21,3.9761904761904763,4.0,2.5,0,0,1,20,1,
CcGene_03956,21,21,4.071428571428571,4.0,3.0,0,0,1,18,3,
CcGene_04032,21,21,4.309523809523809,4.5,3.0,0,0,1,17,4,
CcGene_04160,21,21,4.309523809523809,4.5,3.0,0,0,1,19,2,
CcGene_04200,21,21,4.642857142857143,5.0,3.5,0,0,0,18,3,
CcGene_04205,21,21,4.190476190476191,4.0,3.0,0,0,3,20,1,
CcGene_04218,21,21,4.261904761904762,4.5,3.5,0,0,0,17,4,
CcGene_04239,21,21,4.119047619047619,4.0,4.0,0,0,0,20,1,
CcGene_04255,21,21,4.5476190476190474,4.5,3.5,0,0,0,13,8,
CcGene_04442,21,21,4.357142857142857,4.5,2.5,0,0,1,21,0,
CcGene_04488,21,21,4.4523809523809526,4.5,3.0,0,0,1,18,3,
CcGene_04542,21,21,4.642857142857143,4.5,4.0,0,0,0,17,4,
CcGene_04551,21,21,4.095238095238095,4.5,3.0,0,0,4,18,3,
CcGene_04760,21,21,4.119047619047619,4.0,3.5,0,0,0,18,3,
CcGene_04780,21,21,4.5,4.5,2.5,0,0,1,17,4,
CcGene_04811,21,21,4.619047619047619,5.0,3.5,0,0,0,10,11,
CcGene_04822,21,21,3.8095238095238093,4.0,2.0,0,4,6,13,8,
CcGene_04877,21,21,4.595238095238095,4.5,4.0,0,0,0,19,2,
CcGene_05008,21,21,4.4523809523809526,5.0,3.0,0,0,2,15,6,
CcGene_05012,21,21,4.666666666666667,5.0,3.5,0,0,0,17,4,
CcGene_05136,21,21,4.428571428571429,4.5,3.5,0,0,0,19,2,
CcGene_05194,21,21,4.404761904761905,4.5,3.0,0,0,1,18,3,
CcGene_05280,21,21,4.571428571428571,4.5,3.5,0,0,0,18,3,
CcGene_05360,21,21,4.333333333333333,4.5,4.0,0,0,0,2,19,
CcGene_05558,21,21,4.476190476190476,4.5,3.0,0,0,1,15,6,
CcGene_05575,21,21,4.928571428571429,5.0,4.0,0,0,0,16,5,
CcGene_05704,21,21,4.0476190476190474,4.0,3.0,0,0,4,14,7,
CcGene_05747,21,21,4.595238095238095,4.5,4.0,0,0,0,20,1,
CcGene_05789,21,21,4.523809523809524,4.5,3.5,0,0,0,18,3,
CcGene_05795,21,21,4.619047619047619,5.0,3.0,0,0,1,9,12,
CcGene_05866,21,21,4.619047619047619,4.5,4.0,0,0,0,20,1,
CcGene_06015,21,21,4.9523809523809526,5.0,4.0,0,0,0,21,0,
CcGene_06035,21,21,4.428571428571429,4.5,3.0,0,0,1,16,5,
CcGene_06143,21,21,4.619047619047619,5.0,3.5,0,0,0,19,2,
CcGene_06376,21,21,4.285714285714286,4.5,3.5,0,0,0,16,5,
CcGene_06402,21,21,4.5476190476190474,5.0,3.0,0,0,1,21,0,
CcGene_06523,21,21,4.428571428571429,4.5,3.5,0,0,0,14,7,
CcGene_06722,21,21,4.476190476190476,5.0,3.5,0,0,0,15,6,
CcGene_06743,21,21,4.4523809523809526,4.5,3.5,0,0,0,18,3,
CcGene_06797,21,21,4.404761904761905,4.5,3.5,0,0,0,12,9,
CcGene_06811,21,21,4.238095238095238,4.0,3.5,0,0,0,18,3,
CcGene_06884,21,21,3.761904761904762,3.5,3.0,0,0,10,21,0,
CcGene_06895,21,21,4.619047619047619,5.0,3.5,0,0,0,20,1,
CcGene_06960,21,21,4.309523809523809,4.5,2.5,0,0,1,18,3,
CcGene_06968,21,21,4.619047619047619,5.0,3.5,0,0,0,21,0,
CcGene_07022,21,21,4.571428571428571,4.5,3.0,0,0,1,18,3,
CcGene_07054,21,21,4.333333333333333,4.5,3.0,0,0,1,15,6,
CcGene_07116,21,21,4.309523809523809,4.5,3.0,0,0,1,16,5,
CcGene_07134,21,21,4.476190476190476,4.5,3.5,0,0,0,17,4,
CcGene_07151,21,21,4.642857142857143,5.0,3.0,0,0,1,20,1,
CcGene_07384,21,21,4.261904761904762,4.0,2.5,0,0,2,11,10,
CcGene_07471,21,21,4.404761904761905,4.5,3.5,0,0,0,19,2,
CcGene_07481,21,21,4.595238095238095,4.5,4.0,0,0,0,18,3,
CcGene_07507,21,21,4.4523809523809526,4.5,3.0,0,0,2,20,1,
CcGene_07701,21,21,4.190476190476191,4.5,3.0,0,0,1,18,3,
CcGene_07745,21,21,4.261904761904762,4.0,3.0,0,0,1,17,4,
CcGene_07808,21,21,4.714285714285714,5.0,3.5,0,0,0,18,3,
CcGene_07884,21,21,4.833333333333333,5.0,4.5,0,0,0,0,21,
CcGene_07933,21,21,4.428571428571429,4.5,3.5,0,0,0,16,5,
CcGene_07986,21,21,4.571428571428571,4.5,3.5,0,0,0,13,8,
CcGene_08100,21,21,4.380952380952381,4.5,3.0,0,0,1,17,4,
CcGene_08133,21,21,4.523809523809524,5.0,3.5,0,0,0,17,4,
CcGene_08331,21,21,4.285714285714286,4.5,3.5,0,0,0,18,3,
CcGene_08410,21,21,4.428571428571429,4.5,3.0,0,0,2,21,0,
CcGene_08498,21,21,4.238095238095238,4.5,3.0,0,0,1,17,4,
CcGene_08545,21,21,4.571428571428571,4.5,4.0,0,0,0,15,6,
CcGene_08643,21,21,4.380952380952381,4.5,3.5,0,0,0,19,2,
CcGene_08669,21,21,4.523809523809524,4.5,3.0,0,0,1,19,2,
CcGene_08693,21,21,4.571428571428571,4.5,3.0,0,0,1,20,1,
CcGene_08783,21,21,3.9761904761904763,4.0,3.5,0,0,0,17,4,
CcGene_08813,21,21,4.333333333333333,4.5,3.5,0,0,0,10,11,
CcGene_09003,21,21,4.714285714285714,5.0,4.0,0,0,0,16,5,
CcGene_09041,21,21,4.404761904761905,4.5,3.5,0,0,0,15,6,
CcGene_09078,21,21,4.571428571428571,4.5,3.5,0,0,0,15,6,
CcGene_09153,21,21,4.380952380952381,4.5,2.5,0,0,2,20,1,
CcGene_09247,21,21,4.476190476190476,4.5,3.0,0,0,1,19,2,
CcGene_09429,21,21,4.369047619047619,4.5,3.5,0,0,0,20,1,
CcGene_09436,21,21,4.5,4.5,3.5,0,0,0,18,3,
CcGene_09608,21,21,4.404761904761905,4.5,3.0,0,0,1,19,2,
CcGene_09643,21,21,4.666666666666667,5.0,3.0,0,0,2,14,7,
CcGene_09704,21,21,4.166666666666667,4.5,3.0,0,0,3,15,6,
CcGene_09715,21,21,4.309523809523809,4.5,3.0,0,0,1,18,3,
CcGene_09721,21,21,4.833333333333333,5.0,3.0,0,0,1,21,0,
CcGene_09904,21,21,4.476190476190476,4.5,3.5,0,0,0,18,3,
CcGene_10106,21,21,4.142857142857143,4.0,3.0,0,0,1,18,3,
CcGene_10121,21,21,4.5,4.5,3.0,0,0,1,20,1,
CcGene_10174,21,21,4.357142857142857,4.5,3.5,0,0,0,17,4,
CcGene_10180,21,21,4.261904761904762,4.5,2.5,0,0,2,17,4,
CcGene_10251,21,21,4.119047619047619,4.0,3.5,0,0,0,21,0,
CcGene_10288,21,21,4.4523809523809526,4.5,3.5,0,0,0,18,3,
CcGene_10332,21,21,4.309523809523809,4.5,3.5,0,0,0,19,2,
CcGene_10370,21,21,4.333333333333333,4.5,3.0,0,0,2,17,4,
CcGene_10464,21,21,4.523809523809524,4.5,4.0,0,0,0,19,2,
CcGene_10514,21,21,4.571428571428571,4.5,3.5,0,0,0,14,7,
CcGene_10672,21,21,4.523809523809524,4.5,3.0,0,0,1,19,2,
CcGene_10687,21,21,4.428571428571429,5.0,2.5,0,0,2,10,11,
CcGene_10721,21,21,4.5,4.5,3.5,0,0,0,18,3,
CcGene_10809,21,21,3.6904761904761907,3.5,3.0,0,0,3,8,13,
CcGene_10849,21,21,4.595238095238095,5.0,3.0,0,0,1,17,4,
CcGene_10923,21,21,4.142857142857143,4.5,2.5,0,0,3,19,2,
CcGene_10956,21,21,4.809523809523809,5.0,3.5,0,0,0,19,2,
CcGene_10989,21,21,4.464285714285714,4.5,2.5,0,0,1,15,6,
CcGene_11611,21,21,4.309523809523809,4.5,3.0,0,0,1,18,3,
CcGene_11670,21,21,4.571428571428571,4.5,3.5,0,0,0,18,3,
CcGene_11747,21,21,4.142857142857143,4.0,3.5,0,0,0,19,2,
CcGene_11830,21,21,4.690476190476191,5.0,3.5,0,0,0,20,1,
CcGene_11853,21,21,4.261904761904762,4.5,2.0,0,1,4,19,2,
CcGene_11985,21,21,4.309523809523809,4.5,2.5,0,0,1,17,4,
CcGene_12050,21,21,4.666666666666667,4.5,4.0,0,0,0,16,5,
CcGene_12267,21,21,4.619047619047619,4.5,3.5,0,0,0,21,0,
CcGene_12297,21,21,4.142857142857143,4.0,3.5,0,0,0,19,2,
CcGene_12685,21,21,4.333333333333333,4.5,3.0,0,0,1,17,4,
CcGene_12707,21,21,4.309523809523809,4.5,3.5,0,0,0,19,2,
CcGene_12730,21,21,4.404761904761905,4.5,2.0,0,1,1,19,2,
CcGene_12733,21,21,4.285714285714286,4.5,3.0,0,0,2,19,2,
CcGene_12742,21,21,4.238095238095238,4.5,1.5,0,1,2,17,4,
CcGene_12783,21,21,4.4523809523809526,4.5,3.5,0,0,0,15,6,
CcGene_12784,21,21,4.428571428571429,4.5,3.5,0,0,0,17,4,
CcGene_12789,21,21,4.428571428571429,4.5,3.0,0,0,1,19,2,
CcGene_12803,21,21,4.166666666666667,4.5,3.0,0,0,3,20,1,
CcGene_12851,21,21,4.119047619047619,4.0,3.0,0,0,3,21,0,
CcGene_12878,21,21,4.5,4.5,3.5,0,0,0,7,14,
CcGene_12908,21,21,4.523809523809524,4.5,3.5,0,0,0,15,6,
CcGene_13007,21,21,4.380952380952381,4.5,3.0,0,0,1,18,3,
CcGene_13087,21,21,4.357142857142857,4.5,3.5,0,0,0,19,2,
CcGene_13129,21,21,4.714285714285714,5.0,4.0,0,0,0,14,7,
CcGene_13173,21,21,4.428571428571429,5.0,2.5,0,0,2,20,1,
CcGene_13285,21,21,3.9761904761904763,4.5,2.0,0,1,5,16,5,
CcGene_13296,21,21,4.238095238095238,4.0,3.5,0,0,0,20,1,
CcGene_13314,21,21,4.714285714285714,5.0,4.0,0,0,0,14,7,
CcGene_13345,21,21,4.023809523809524,4.0,2.5,0,0,3,15,6,
CcGene_13477,21,21,4.428571428571429,4.5,3.0,0,0,2,18,3,
CcGene_13514,21,21,4.428571428571429,4.5,3.5,0,0,0,21,0,
CcGene_13517,21,21,4.404761904761905,4.5,3.5,0,0,0,20,1,
CcGene_13538,21,21,3.7142857142857144,4.0,2.5,0,0,5,12,9,
CcGene_13822,21,21,4.523809523809524,4.5,3.5,0,0,0,12,9,
CcGene_13908,21,21,4.309523809523809,4.5,3.0,0,0,2,18,3,
CcGene_13937,21,21,4.476190476190476,4.5,3.5,0,0,0,19,2,
CcGene_13994,21,21,3.5476190476190474,3.0,3.0,0,0,11,19,2,
CcGene_14000,21,21,4.5,4.5,4.0,0,0,0,6,15,
CcGene_14057,21,21,4.404761904761905,4.5,3.0,0,0,2,18,3,
CcGene_14129,21,21,4.5476190476190474,4.5,4.0,0,0,0,18,3,
CcGene_14206,21,21,4.785714285714286,5.0,4.0,0,0,0,19,2,
CcGene_14262,21,21,4.428571428571429,4.5,3.5,0,0,0,18,3,
CcGene_14352,21,21,4.523809523809524,4.5,3.5,0,0,0,17,4,
CcGene_14524,21,21,4.595238095238095,4.5,3.5,0,0,0,16,5,
CcGene_14548,21,21,4.523809523809524,4.5,4.0,0,0,0,17,4,
CcGene_14562,21,21,4.404761904761905,4.5,3.0,0,0,1,19,2,
CcGene_14763,21,21,4.261904761904762,4.0,3.5,0,0,0,17,4,
CcGene_14769,21,21,4.4523809523809526,4.5,3.0,0,0,2,19,2,
CcGene_14871,21,21,4.619047619047619,5.0,3.5,0,0,0,19,2,
CcGene_14987,21,21,4.619047619047619,5.0,3.0,0,0,2,21,0,
CcGene_14992,21,21,4.190476190476191,4.5,2.5,0,0,3,18,3,
CcGene_15010,21,21,4.119047619047619,4.0,3.0,0,0,1,19,2,
CcGene_15037,21,21,4.428571428571429,4.5,3.5,0,0,0,18,3,
CcGene_15046,21,21,4.119047619047619,4.5,2.5,0,0,3,18,3,
CcGene_15057,21,21,4.571428571428571,4.5,3.5,0,0,0,21,0,
CcGene_15261,21,21,4.0476190476190474,4.0,3.0,0,0,1,21,0,
CcGene_15376,21,21,4.238095238095238,4.5,3.0,0,0,1,17,4,
CcGene_15393,21,21,4.404761904761905,4.5,3.5,0,0,0,17,4,
CcGene_15541,21,21,4.476190476190476,4.5,3.5,0,0,0,19,2,
CcGene_15561,21,21,4.333333333333333,4.5,1.5,0,1,3,20,1,
CcGene_15598,21,21,4.380952380952381,4.5,3.0,0,0,1,18,3,
CcGene_15611,21,21,4.428571428571429,4.5,3.0,0,0,1,21,0,
CcGene_15691,21,21,4.5,4.5,3.5,0,0,0,17,4,
CcGene_15695,21,21,4.119047619047619,4.0,3.0,0,0,2,20,1,
CcGene_15757,21,21,4.595238095238095,4.5,3.5,0,0,0,18,3,
CcGene_15801,21,21,4.642857142857143,4.5,3.5,0,0,0,17,4,
CcGene_15830,21,21,4.357142857142857,4.5,2.5,0,0,4,20,1,
CcGene_16074,21,21,4.309523809523809,4.5,3.0,0,0,1,18,3,
CcGene_16175,21,21,4.476190476190476,4.5,3.0,0,0,1,14,7,
CcGene_16207,21,21,4.5476190476190474,5.0,3.0,0,0,2,14,7,
CcGene_16360,21,21,4.571428571428571,4.5,4.0,0,0,0,20,1,
CcGene_16476,21,21,4.714285714285714,5.0,3.5,0,0,0,14,7,
CcGene_16642,21,21,4.404761904761905,4.5,3.0,0,0,1,17,4,
CcGene_16736,21,21,4.642857142857143,5.0,3.5,0,0,0,12,9,
CcGene_16759,21,21,4.071428571428571,4.0,3.0,0,0,6,20,1,
CcGene_16860,21,21,4.4523809523809526,4.5,4.0,0,0,0,6,15,
CcGene_16911,21,21,4.404761904761905,4.5,3.5,0,0,0,19,2,
CcGene_17151,21,21,4.785714285714286,5.0,4.0,0,0,0,19,2,
CcGene_17153,21,21,4.428571428571429,4.5,3.5,0,0,0,19,2,
CcGene_17249,21,21,4.690476190476191,5.0,3.5,0,0,0,19,2,
CcGene_17280,21,21,4.333333333333333,4.0,4.0,0,0,0,18,3,
CcGene_17304,21,21,4.357142857142857,4.5,3.0,0,0,1,20,1,
CcGene_17335,21,21,4.404761904761905,4.5,3.5,0,0,0,17,4,
CcGene_17360,21,21,4.476190476190476,5.0,3.5,0,0,0,19,2,
CcGene_17409,21,21,4.333333333333333,4.5,3.5,0,0,0,18,3,
CcGene_17419,21,21,4.642857142857143,5.0,4.0,0,0,0,20,1,
CcGene_17490,21,21,4.214285714285714,4.0,3.0,0,0,1,21,0,
CcGene_17546,21,21,4.5,4.5,3.5,0,0,0,18,3,
CcGene_17553,21,21,4.095238095238095,4.5,3.0,0,0,2,18,3,
CcGene_17578,21,21,4.476190476190476,4.5,3.5,0,0,0,19,2,
CcGene_17618,21,21,4.214285714285714,4.5,3.5,0,0,0,20,1,
CcGene_17638,21,21,4.285714285714286,4.5,3.5,0,0,0,21,0,
CcGene_17747,21,21,4.071428571428571,4.0,2.5,0,0,3,18,3,
CcGene_17833,21,21,4.571428571428571,4.5,4.0,0,0,0,14,7,
CcGene_17876,21,21,4.714285714285714,5.0,3.5,0,0,0,20,1,
CcGene_17912,21,21,4.5,4.5,4.0,0,0,0,18,3,
CcGene_17995,21,21,4.214285714285714,4.5,1.0,1,1,1,18,3,
CcGene_18177,21,21,4.511904761904762,4.5,3.0,0,0,1,20,1,
CcGene_18250,21,21,4.404761904761905,4.5,3.5,0,0,0,18,3,
CcGene_18422,21,21,4.095238095238095,4.5,1.5,0,1,2,18,3,
CcGene_18518,21,21,4.333333333333333,4.5,3.5,0,0,0,19,2,
CcGene_18524,21,21,4.833333333333333,5.0,4.0,0,0,0,20,1,
CcGene_18532,21,21,4.309523809523809,4.5,3.5,0,0,0,19,2,
CcGene_18561,21,21,4.690476190476191,5.0,4.0,0,0,0,17,4,
CcGene_18643,21,21,4.642857142857143,5.0,3.5,0,0,0,20,1,
CcGene_18798,21,21,4.476190476190476,4.5,3.5,0,0,0,20,1,
CcGene_18889,21,21,4.285714285714286,4.5,3.0,0,0,2,14,7,
CcGene_18901,21,21,4.309523809523809,4.5,3.0,0,0,1,16,5,
CcGene_19106,21,21,4.619047619047619,4.5,3.5,0,0,0,20,1,
CcGene_19202,21,21,4.642857142857143,5.0,3.5,0,0,0,21,0,
CcGene_19351,21,21,4.428571428571429,4.5,3.0,0,0,1,21,0,
CcGene_19371,21,21,4.190476190476191,4.5,3.0,0,0,3,13,8,
CcGene_19541,21,21,4.5476190476190474,4.5,3.0,0,0,1,20,1,
CcGene_19555,21,21,4.738095238095238,5.0,3.5,0,0,0,18,3,
CcGene_19618,21,21,4.5476190476190474,5.0,2.5,0,0,2,15,6,
CcGene_19619,21,21,4.476190476190476,4.5,3.5,0,0,0,15,6,
CcGene_19820,21,21,4.261904761904762,4.0,3.0,0,0,2,13,8,
CcGene_19852,21,21,4.476190476190476,4.5,3.5,0,0,0,5,16,
CcGene_19948,21,21,4.5,5.0,3.0,0,0,1,11,10,
CcGene_20065,21,21,4.190476190476191,4.5,3.0,0,0,3,18,3,
CcGene_20219,21,21,4.309523809523809,4.5,3.0,0,0,1,16,5,
CcGene_20226,21,21,4.261904761904762,4.0,3.0,0,0,1,21,0,
CcGene_20255,21,21,4.333333333333333,4.5,3.5,0,0,0,15,6,
CcGene_20298,21,21,4.595238095238095,4.5,3.5,0,0,0,18,3,
CcGene_20342,21,21,4.357142857142857,4.5,3.5,0,0,0,21,0,
CcGene_20407,21,21,4.428571428571429,4.5,3.5,0,0,0,19,2,
CcGene_20429,21,21,4.595238095238095,4.5,4.0,0,0,0,11,10,
CcGene_20445,21,21,4.428571428571429,4.5,2.5,0,0,1,20,1,
CcGene_20450,21,21,4.690476190476191,5.0,3.5,0,0,0,16,5,
CcGene_20481,21,21,4.285714285714286,4.5,3.0,0,0,2,16,5,
CcGene_20484,21,21,4.5,4.5,4.0,0,0,0,21,0,
CcGene_20500,21,21,4.761904761904762,5.0,3.5,0,0,0,16,5,
CcGene_20521,21,21,4.761904761904762,5.0,3.5,0,0,0,15,6,
CcGene_20587,21,21,4.333333333333333,4.5,3.0,0,0,4,17,4,
CcGene_20929,21,21,4.285714285714286,4.5,3.5,0,0,0,12,9,
CcGene_20958,21,21,4.4523809523809526,4.5,3.5,0,0,0,20,1,
CcGene_21037,21,21,4.5476190476190474,4.5,4.0,0,0,0,21,0,
CcGene_21046,21,21,4.380952380952381,4.5,2.5,0,0,2,20,1,
CcGene_21080,21,21,4.428571428571429,4.5,3.0,0,0,1,13,8,
CcGene_21346,21,21,4.4523809523809526,5.0,2.5,0,0,1,10,11,
CcGene_21471,21,21,4.404761904761905,4.5,3.5,0,0,0,17,4,
CcGene_21490,21,21,4.238095238095238,4.5,2.0,0,1,1,19,2,
CcGene_21505,21,21,4.5,4.5,3.5,0,0,0,11,10,
CcGene_21556,21,21,4.166666666666667,4.5,2.5,0,0,3,19,2,
CcGene_21560,21,21,4.071428571428571,4.0,3.0,0,0,3,18,3,
CcGene_21607,21,21,4.619047619047619,4.5,4.0,0,0,0,19,2,
CcGene_21666,21,21,4.523809523809524,4.5,3.5,0,0,0,17,4,
CcGene_21677,21,21,4.428571428571429,4.5,2.5,0,0,1,15,6,
CcGene_21679,21,21,4.642857142857143,4.5,4.0,0,0,0,14,7,
CcGene_21876,21,21,4.380952380952381,4.5,3.0,0,0,1,13,8,
CcGene_21925,21,21,4.4523809523809526,4.5,3.5,0,0,0,19,2,
CcGene_21969,21,21,4.095238095238095,4.0,3.0,0,0,1,19,2,
CcGene_22039,21,21,4.476190476190476,4.5,3.0,0,0,1,19,2,
CcGene_22053,21,21,4.214285714285714,4.0,4.0,0,0,0,5,16,
CcGene_22057,21,21,4.476190476190476,4.5,3.5,0,0,0,15,6,
CcGene_22062,21,21,4.476190476190476,4.5,2.5,0,0,1,17,4,
CcGene_22075,21,21,4.023809523809524,4.0,3.0,0,0,1,17,4,
CcGene_22242,21,21,3.9523809523809526,3.5,3.5,0,0,0,21,0,
CcGene_22343,21,21,4.714285714285714,5.0,3.5,0,0,0,10,11,
CcGene_22349,21,21,4.714285714285714,5.0,4.0,0,0,0,19,2,
CcGene_22482,21,21,4.238095238095238,4.0,3.5,0,0,0,20,1,
CcGene_22559,21,21,4.642857142857143,4.5,4.0,0,0,0,20,1,
CcGene_22561,21,21,4.142857142857143,4.0,2.5,0,0,2,19,2,
CcGene_22618,21,21,4.333333333333333,4.5,3.5,0,0,0,17,4,
CcGene_22684,21,21,4.571428571428571,5.0,3.0,0,0,1,15,6,
CcGene_22744,21,21,4.404761904761905,4.5,3.0,0,0,1,19,2,
CcGene_22748,21,21,3.857142857142857,3.0,3.0,0,0,11,21,0,
CcGene_22778,21,21,4.476190476190476,4.5,3.0,0,0,1,14,7,
CcGene_22843,21,21,4.690476190476191,5.0,3.5,0,0,0,14,7,
CcGene_22878,21,21,4.476190476190476,4.5,2.5,0,0,1,19,2,
CcGene_22990,21,21,4.190476190476191,4.0,3.0,0,0,1,17,4,
CcGene_23035,21,21,4.380952380952381,4.5,3.5,0,0,0,14,7,
CcGene_23197,21,21,4.619047619047619,5.0,3.0,0,0,1,18,3,
CcGene_23303,21,21,4.119047619047619,4.0,3.0,0,0,5,18,3,
CcGene_23348,21,21,4.214285714285714,4.0,3.0,0,0,1,19,2,
CcGene_23406,21,21,4.690476190476191,5.0,3.5,0,0,0,14,7,
CcGene_23484,21,21,4.404761904761905,4.5,3.0,0,0,1,18,3,
CcGene_23502,21,21,4.166666666666667,4.5,2.5,0,0,5,17,4,
CcGene_23718,21,21,4.142857142857143,4.5,3.5,0,0,0,18,3,
CcGene_23768,21,21,4.357142857142857,4.5,3.5,0,0,0,14,7,
CcGene_23863,21,21,4.333333333333333,4.5,3.5,0,0,0,19,2,
CcGene_23892,21,21,4.261904761904762,4.5,2.5,0,0,2,14,7,
CcGene_23923,21,21,4.404761904761905,4.5,3.0,0,0,2,17,4,
CcGene_23964,21,21,4.571428571428571,4.5,4.0,0,0,0,13,8,
CcGene_24040,21,21,4.357142857142857,4.5,3.5,0,0,0,18,3,
CcGene_24195,21,21,4.119047619047619,4.5,2.5,0,0,1,18,3,
CcGene_24267,21,21,4.476190476190476,4.5,3.0,0,0,1,16,5,
CcGene_24278,21,21,4.571428571428571,4.5,3.5,0,0,0,15,6,
CcGene_24299,21,21,4.5476190476190474,4.5,3.5,0,0,0,17,4,
CcGene_24317,21,21,4.357142857142857,4.5,3.0,0,0,1,13,8,
CcGene_24353,21,21,4.428571428571429,4.5,3.5,0,0,0,19,2,
CcGene_24394,21,21,4.333333333333333,4.5,3.5,0,0,0,18,3,
CcGene_24435,21,21,4.5476190476190474,4.5,3.0,0,0,1,17,4,
CcGene_24454,21,21,4.571428571428571,5.0,3.0,0,0,1,16,5,
CcGene_24524,21,21,4.095238095238095,4.0,3.5,0,0,0,16,5,
CcGene_24558,21,21,4.285714285714286,4.5,3.0,0,0,1,13,8,
CcGene_24584,21,21,4.380952380952381,4.5,3.0,0,0,1,20,1,
CcGene_24709,21,21,4.071428571428571,4.0,3.0,0,0,2,10,11,
CcGene_24874,21,21,4.261904761904762,4.5,3.0,0,0,1,20,1,
CcGene_24923,21,21,4.571428571428571,4.5,3.5,0,0,0,19,2,
CcGene_24929,21,21,4.380952380952381,4.5,3.5,0,0,0,17,4,
CcGene_25020,21,21,4.357142857142857,4.5,3.5,0,0,0,15,6,
CcGene_25058,21,21,4.642857142857143,5.0,3.5,0,0,0,12,9,
CcGene_25164,21,21,4.523809523809524,4.5,3.5,0,0,0,21,0,
CcGene_25262,21,21,4.261904761904762,4.0,2.5,0,0,2,18,3,
CcGene_25302,21,21,4.428571428571429,4.5,3.5,0,0,0,18,3,
CcGene_25369,21,21,4.619047619047619,5.0,3.5,0,0,0,18,3,
CcGene_25434,21,21,4.333333333333333,4.5,2.5,0,0,2,18,3,
CcGene_25438,21,21,4.357142857142857,4.5,2.5,0,0,1,15,6,
CcGene_25499,21,21,3.880952380952381,3.5,3.0,0,0,4,16,5,
CcGene_25519,21,21,4.404761904761905,4.5,3.5,0,0,0,18,3,
CcGene_25525,21,21,4.261904761904762,4.0,3.5,0,0,0,17,4,
CcGene_25584,21,21,4.523809523809524,5.0,2.5,0,0,1,19,2,
CcGene_25591,21,21,4.190476190476191,4.0,3.0,0,0,1,21,0,
CcGene_25754,21,21,4.476190476190476,4.5,3.0,0,0,1,17,4,
CcGene_25869,21,21,4.357142857142857,4.5,3.5,0,0,0,18,3,
CcGene_25948,21,21,4.404761904761905,4.5,3.0,0,0,1,19,2,
CcGene_26039,21,21,4.428571428571429,4.5,3.0,0,0,1,17,4,
CcGene_26083,21,21,4.142857142857143,4.0,2.5,0,0,3,18,3,
CcGene_26098,21,21,4.214285714285714,4.5,3.0,0,0,1,17,4,
CcGene_26100,21,21,4.761904761904762,5.0,4.0,0,0,0,21,0,
CcGene_26195,21,21,4.4523809523809526,5.0,3.0,0,0,2,20,1,
CcGene_26240,21,21,4.309523809523809,4.5,3.0,0,0,1,16,5,
CcGene_26248,21,21,4.666666666666667,5.0,3.5,0,0,0,18,3,
CcGene_26252,21,21,4.595238095238095,4.5,4.0,0,0,0,18,3,
CcGene_26282,21,21,4.809523809523809,5.0,4.0,0,0,0,20,1,
CcGene_26288,21,21,4.5,4.5,3.5,0,0,0,11,10,
CcGene_26470,21,21,4.571428571428571,4.5,4.0,0,0,0,17,4,
CcGene_26482,21,21,4.4523809523809526,4.5,3.5,0,0,0,20,1,
CcGene_26539,21,21,4.142857142857143,4.0,3.5,0,0,0,15,6,
CcGene_26556,21,21,4.226190476190476,4.0,3.5,0,0,0,18,3,
CcGene_26563,21,21,4.190476190476191,4.0,2.5,0,0,3,21,0,
CcGene_26579,21,21,4.595238095238095,5.0,3.0,0,0,1,19,2,
CcGene_26659,21,21,4.380952380952381,4.5,3.5,0,0,0,19,2,
CcGene_26683,21,21,4.166666666666667,4.5,2.5,0,0,5,20,1,
CcGene_26731,21,21,4.595238095238095,4.5,3.0,0,0,1,16,5,
CcGene_26796,21,21,4.571428571428571,4.5,3.5,0,0,0,20,1,
CcGene_26870,21,21,4.690476190476191,5.0,3.5,0,0,0,20,1,
CcGene_26996,21,21,4.690476190476191,4.5,3.5,0,0,0,18,3,
