miRNA_Acc.,Target_Genes,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions
nta-miR166g,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
nta-miR166h,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
osa-miR166a-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
osa-miR166b-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
osa-miR166c-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
osa-miR166d-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
osa-miR166f,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
osa-miR166j-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
osa-miR1852,100,104,4.5,4.5,1.0,1,1,3,86,18
ppt-miR166a,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ppt-miR166b,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ppt-miR166c,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ppt-miR166d,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ppt-miR166e,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ppt-miR166f,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ppt-miR166g,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ppt-miR166h,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ppt-miR166i,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
pta-miR166a,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
pta-miR166b,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166a,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166b,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166c,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166d,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166e,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166f,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166g,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166h,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166i,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166j,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166k,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166l,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ptc-miR166m,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
pvu-miR166a,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
rco-miR166a,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
rco-miR166b,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
rco-miR166c,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
rco-miR166d,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
rco-miR166e,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
sly-miR166a,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
sly-miR166b,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
smo-miR166a,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
smo-miR166b,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
smo-miR166c,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ssl-miR166b,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ssp-miR166,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
stu-miR166a-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
stu-miR166c-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
stu-miR166d-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
tcc-miR166a,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
tcc-miR166d,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
vvi-miR166c,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
vvi-miR166d,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
vvi-miR166e,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
vvi-miR166f,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
vvi-miR166g,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
vvi-miR166h,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
zma-miR166a-3p,100,104,4.211538461538462,4.5,0.5,7,8,14,84,20
ata-miR167f-3p,100,103,4.320388349514563,4.5,2.0,0,1,5,92,11
ath-miR408-5p,100,103,4.519417475728155,4.5,2.0,0,1,4,95,8
ath-miR860,100,103,4.37378640776699,4.5,2.0,0,1,6,84,19
ghr-miR482b,100,103,4.043689320388349,4.5,0.5,1,2,21,59,44
osa-miR5795,100,103,4.383495145631068,4.5,3.0,0,0,2,87,16
osa-miR5834,100,103,4.407766990291262,4.5,2.5,0,0,5,91,12
ptc-miR6425a-5p,100,103,4.300970873786408,4.5,2.0,0,1,7,90,13
ptc-miR6425b-5p,100,103,4.300970873786408,4.5,2.0,0,1,7,90,13
ptc-miR6425c-5p,100,103,4.300970873786408,4.5,2.0,0,1,7,90,13
ptc-miR6425d-5p,100,103,4.300970873786408,4.5,2.0,0,1,7,90,13
ptc-miR6425e,100,103,4.300970873786408,4.5,2.0,0,1,7,90,13
vvi-miR399f,100,103,4.461165048543689,4.5,2.0,0,1,5,90,13
bra-miR403-5p,100,102,4.377450980392157,4.5,2.5,0,0,5,72,30
cre-miR1153-3p.1,100,102,4.7254901960784315,5.0,3.5,0,0,0,81,21
mtr-miR169e-5p,100,102,4.534313725490196,5.0,1.5,0,2,4,84,18
mtr-miR5225a,100,102,4.4754901960784315,4.5,2.5,0,0,2,88,14
mtr-miR7699-3p,100,102,4.372549019607843,4.5,2.5,0,0,5,84,18
pde-miR169,100,102,4.509803921568627,4.5,2.0,0,1,6,81,21
ppt-miR1032,100,102,4.509803921568627,4.5,1.5,0,1,2,74,28
sbi-miR164c,100,102,4.323529411764706,4.5,1.5,0,4,8,90,12
vvi-miR169m,100,102,4.534313725490196,5.0,1.5,0,2,4,84,18
vvi-miR169n,100,102,4.534313725490196,5.0,1.5,0,2,4,84,18
vvi-miR169p,100,102,4.534313725490196,5.0,1.5,0,2,4,84,18
vvi-miR169q,100,102,4.534313725490196,5.0,1.5,0,2,4,84,18
zma-miR164e-5p,100,102,4.323529411764706,4.5,1.5,0,4,8,90,12
aly-miR851-5p,100,101,4.297029702970297,4.5,3.0,0,0,8,92,9
ata-miR168-5p,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
ata-miR2275c-5p,100,101,4.51980198019802,4.5,2.5,0,0,3,82,19
bdi-miR168-5p,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
bdi-miR5167b-5p,100,101,4.564356435643564,4.5,2.5,0,0,2,91,10
bdi-miR5181b,100,101,4.50990099009901,4.5,3.0,0,0,1,74,27
cpa-miR8155,100,101,4.564356435643564,4.5,2.5,0,0,3,82,19
cre-miR1144b,100,101,4.366336633663367,4.5,2.5,0,0,3,84,17
far-miR1122,100,101,4.569306930693069,4.5,2.5,0,0,3,75,26
gma-miR4382,100,101,4.445544554455446,4.5,2.5,0,0,7,88,13
gma-miR9762,100,101,4.3861386138613865,4.5,1.5,0,1,6,92,9
hvu-miR168-5p,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
mtr-miR2111m-3p,100,101,4.569306930693069,4.5,3.5,0,0,0,78,23
osa-miR168a-5p,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
osa-miR2094-5p,100,101,4.5,4.5,2.0,0,1,6,89,12
osa-miR3980a-5p,100,101,4.608910891089109,4.5,3.0,0,0,1,71,30
osa-miR3980b-5p,100,101,4.608910891089109,4.5,3.0,0,0,1,71,30
sbi-miR168,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
sly-miR9474-5p,100,101,4.316831683168317,4.5,2.5,0,0,5,86,15
sof-miR168a,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
ssp-miR168a,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
stu-miR477b-3p,100,101,4.292079207920792,4.5,2.5,0,0,9,85,16
stu-miR8036-3p,100,101,4.3316831683168315,4.5,3.0,0,0,4,76,25
tae-miR1122a,100,101,4.569306930693069,4.5,2.5,0,0,3,75,26
vvi-miR3630-5p,100,101,4.465346534653466,4.5,3.0,0,0,2,80,21
zma-miR168a-5p,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
zma-miR168b-5p,100,101,4.4950495049504955,4.5,3.0,0,0,2,76,25
bra-miR5721,100,100,4.325,4.5,2.5,0,0,5,83,17
csi-miR827,100,100,4.39,4.5,2.5,0,0,5,87,13
ghr-miR827a,100,100,4.39,4.5,2.5,0,0,5,87,13
ghr-miR827b,100,100,4.39,4.5,2.5,0,0,5,87,13
ghr-miR827c,100,100,4.39,4.5,2.5,0,0,5,87,13
gma-miR156r,100,100,4.385,4.5,2.5,0,0,7,89,11
gma-miR171a,100,100,4.495,4.5,1.5,0,1,4,79,21
gra-miR8714,100,100,4.305,4.5,2.0,0,1,5,79,21
lja-miR7525,100,100,4.36,4.5,2.5,0,0,6,85,15
mes-miR827,100,100,4.39,4.5,2.5,0,0,5,87,13
mtr-miR399k,100,100,4.555,4.5,3.0,0,0,1,87,13
mtr-miR399r,100,100,4.545,4.5,3.0,0,0,1,88,12
osa-miR2922,100,100,4.665,5.0,2.5,0,0,3,83,17
ppt-miR1028a-3p,100,100,4.47,4.5,3.5,0,0,0,79,21
ppt-miR1039-3p,100,100,4.505,4.5,3.5,0,0,0,88,12
ptc-miR167h-5p,100,100,4.43,4.5,3.0,0,0,5,81,19
ptc-miR399d,100,100,4.545,4.5,3.0,0,0,1,88,12
tcc-miR827,100,100,4.39,4.5,2.5,0,0,5,87,13
bdi-miR7768a-3p,99,109,4.3807339449541285,4.5,2.5,0,0,8,75,34
bdi-miR7768b-3p,99,109,4.3807339449541285,4.5,2.5,0,0,8,75,34
gma-miR5679,99,105,4.247619047619048,4.5,2.5,0,0,10,89,16
aly-miR393a-5p,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
aly-miR393b-5p,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
ata-miR167b-5p,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
ata-miR167d-5p,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
ath-miR393a-5p,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
ath-miR393b-5p,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
bdi-miR167c-5p,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
bdi-miR167d-5p,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
bdi-miR167e-5p,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
bdi-miR167g,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
ccl-miR167a,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
ccl-miR167b,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
cpa-miR167d,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
cpa-miR393,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
ctr-miR167,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
gma-miR167g,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
gma-miR393c-5p,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
gma-miR393d,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
gma-miR393e,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
gma-miR393f,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
gma-miR393g,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
htu-miR393a,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
htu-miR393b,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
htu-miR393c,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
mes-miR167d,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
mes-miR167e,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
mes-miR167f,99,104,4.331730769230769,4.5,3.0,0,0,2,83,21
mes-miR393a,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
mes-miR393b,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
stu-miR393-5p,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
tcc-miR393a,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
zma-miR393b-5p,99,104,4.235576923076923,4.5,1.0,3,4,10,90,14
ahy-miR3521,99,103,4.592233009708738,4.5,2.5,0,0,1,95,8
aly-miR157b-3p,99,103,4.543689320388349,4.5,3.0,0,0,1,85,18
ata-miR167f-5p,99,103,4.310679611650485,4.5,3.0,0,0,2,80,23
ata-miR399b-5p,99,103,4.456310679611651,4.5,2.5,0,0,2,91,12
csi-miR166d,99,103,4.20873786407767,4.5,0.5,7,8,14,85,18
osa-miR166m,99,103,4.20873786407767,4.5,0.5,7,8,14,85,18
ptc-miR6430,99,103,4.538834951456311,4.5,3.0,0,0,3,81,22
tae-miR167c-5p,99,103,4.310679611650485,4.5,3.0,0,0,2,80,23
aly-miR173a-5p,99,102,4.421568627450981,4.5,2.5,0,0,1,74,28
aly-miR173b-5p,99,102,4.421568627450981,4.5,2.5,0,0,1,74,28
ath-miR173-5p,99,102,4.421568627450981,4.5,2.5,0,0,1,74,28
gra-miR8709b,99,102,4.223039215686274,4.5,2.5,0,0,10,82,20
gra-miR8780,99,102,4.215686274509804,4.0,2.5,0,0,11,74,28
osa-miR1425-5p,99,102,4.416666666666667,4.5,3.0,0,0,3,79,23
ppt-miR1066,99,102,4.5,4.5,3.0,0,0,1,79,23
ptc-miR6421-3p,99,102,4.529411764705882,4.5,3.0,0,0,3,90,12
sbi-miR171f,99,102,4.46078431372549,4.5,3.5,0,0,0,71,31
ata-miR171b-5p,99,101,4.475247524752476,4.5,2.5,0,0,2,85,16
ath-miR2936,99,101,4.321782178217822,4.5,2.0,0,1,7,88,13
bra-miR5722,99,101,4.292079207920792,4.5,2.5,0,0,7,87,14
esi-miR3458-5p,99,101,4.311881188118812,4.5,3.0,0,0,4,90,11
ghr-miR7513,99,101,4.4950495049504955,4.5,2.5,0,0,1,89,12
gma-miR169c,99,101,4.475247524752476,4.5,1.0,1,1,3,83,18
osa-miR167a-3p,99,101,4.425742574257426,4.5,2.0,0,2,6,81,20
ptc-miR6480,99,101,4.49009900990099,4.5,2.0,0,1,5,62,39
stu-miR169f-3p,99,101,4.366336633663367,4.5,1.5,0,1,7,89,12
zma-miR399b-5p,99,101,4.400990099009901,4.5,2.0,0,1,5,73,28
aly-miR169a-3p,99,100,4.405,4.5,3.0,0,0,5,80,20
aly-miR860-5p,99,100,4.545,4.5,2.0,0,1,1,82,18
ata-miR169d-3p,99,100,4.405,4.5,3.0,0,0,5,80,20
ath-miR5635a,99,100,4.47,4.5,3.0,0,0,2,86,14
ath-miR5635b,99,100,4.47,4.5,3.0,0,0,2,86,14
ath-miR5635c,99,100,4.47,4.5,3.0,0,0,2,86,14
ath-miR5635d,99,100,4.47,4.5,3.0,0,0,2,86,14
bdi-miR9496,99,100,4.385,4.5,3.0,0,0,2,75,25
ghr-miR399a,99,100,4.4,4.5,2.5,0,0,6,81,19
ghr-miR399b,99,100,4.4,4.5,2.5,0,0,6,81,19
gma-miR1510b-5p,99,100,4.415,4.5,2.0,0,1,7,78,22
gma-miR3522,99,100,4.49,4.5,2.5,0,0,4,86,14
gra-miR7484d,99,100,4.5275,4.5,3.0,0,0,1,85,15
gra-miR8740,99,100,4.535,4.5,3.0,0,0,2,87,13
osa-miR156l-5p,99,100,4.35,4.5,2.0,0,7,10,89,11
ptc-miR6436,99,100,4.51,4.5,2.5,0,0,3,80,20
ptc-miR6468-3p,99,100,4.63,5.0,3.0,0,0,1,86,14
zma-miR169r-3p,99,100,4.405,4.5,3.0,0,0,5,80,20
zma-miR171j-5p,99,100,4.58,4.5,2.5,0,0,3,83,17
aqu-miR-2018-5p,99,99,4.47979797979798,4.5,3.0,0,0,4,71,28
ath-miR160c-3p,99,99,4.46969696969697,4.5,3.0,0,0,3,80,19
ath-miR862-3p,99,99,4.388888888888889,4.5,2.5,0,0,2,89,10
bdi-miR7732-5p,99,99,4.401515151515151,4.5,1.5,0,1,7,79,20
esi-miR3465-5p,99,99,4.44949494949495,4.5,2.5,0,0,5,79,20
gma-miR5037b,99,99,4.434343434343434,4.5,2.5,0,0,5,76,23
gma-miR5368,99,99,4.606060606060606,4.5,3.5,0,0,0,81,18
mtr-miR2650,99,99,4.202020202020202,4.5,1.5,0,4,8,80,19
mtr-miR5206a,99,99,4.424242424242424,4.5,2.5,0,0,5,81,18
mtr-miR5230,99,99,4.303030303030303,4.5,1.5,0,1,5,81,18
mtr-miR5741a,99,99,4.5353535353535355,4.5,2.5,0,0,3,77,22
mtr-miR5741b,99,99,4.5353535353535355,4.5,2.5,0,0,3,77,22
mtr-miR5741c,99,99,4.5353535353535355,4.5,2.5,0,0,3,77,22
mtr-miR5741d,99,99,4.5353535353535355,4.5,2.5,0,0,3,77,22
mtr-miR5741e,99,99,4.5353535353535355,4.5,2.5,0,0,3,77,22
osa-miR2877,99,99,4.202020202020202,4.5,2.0,0,1,13,86,13
ptc-miR7840,99,99,4.41919191919192,4.5,3.0,0,0,2,79,20
smo-miR171b,99,99,4.48989898989899,4.5,1.5,0,1,4,79,20
tae-miR9667-5p,99,99,4.47979797979798,4.5,3.0,0,0,3,75,24
vvi-miR479,99,99,4.434343434343434,4.5,3.0,0,0,2,86,13
gma-miR159b-5p,98,117,4.423076923076923,4.5,2.0,0,1,4,79,38
gma-miR159f-5p,98,117,4.423076923076923,4.5,2.0,0,1,4,79,38
tae-miR5175-5p,98,112,4.477678571428571,4.5,3.0,0,0,2,53,59
osa-miR531b,98,105,4.576190476190476,5.0,3.0,0,0,6,95,10
ath-miR156d-3p,98,104,4.228365384615385,4.5,2.0,0,1,6,91,13
osa-miR5816,98,103,4.218446601941747,4.5,2.5,0,0,8,92,11
aly-miR4230,98,102,4.450980392156863,4.5,2.0,0,2,6,75,27
bdi-miR159b-5p.1,98,102,4.259803921568627,4.5,2.0,0,2,11,83,19
bdi-miR166e-3p,98,102,4.215686274509804,4.5,1.0,1,9,15,90,12
mdm-miR477a,98,102,4.382352941176471,4.5,1.5,0,2,5,85,17
osa-miR5830,98,102,4.279411764705882,4.5,1.0,1,1,5,83,19
zma-miR159a-5p,98,102,4.259803921568627,4.5,2.0,0,2,11,83,19
aqu-miR-2015-3p,98,101,4.316831683168317,4.5,2.5,0,0,6,83,18
ath-miR5660,98,101,4.366336633663367,4.5,2.0,0,1,7,73,28
bdi-miR5174e-5p.2,98,101,4.475247524752476,4.5,3.0,0,0,2,86,15
gma-miR171d,98,101,4.445544554455446,4.5,1.5,0,1,6,73,28
mtr-miR169f,98,101,4.47029702970297,4.5,1.0,1,1,3,80,21
nta-miR479a,98,101,4.465346534653466,4.5,3.0,0,0,2,81,20
ppt-miR1048-3p,98,101,4.554455445544554,4.5,3.5,0,0,0,85,16
ptc-miR477d-5p,98,101,4.1138613861386135,4.0,1.0,1,2,8,82,19
stu-miR3627-3p,98,101,4.415841584158416,4.5,2.5,0,0,5,89,12
ath-miR2111b-3p,98,100,4.53,4.5,2.5,0,0,3,86,14
bdi-miR7756-5p,98,100,4.27,4.5,2.5,0,0,6,64,36
esi-miR3456-5p,98,100,4.675,5.0,3.0,0,0,1,85,15
hbr-miR6482,98,100,4.4975,4.5,0.5,1,2,4,80,20
osa-miR1861d,98,100,4.255,4.5,2.5,0,0,7,90,10
osa-miR2100-5p,98,100,4.365,4.5,2.5,0,0,4,82,18
osa-miR5535,98,100,4.41,4.5,3.0,0,0,5,95,5
ppt-miR1223b,98,100,4.575,4.75,3.0,0,0,2,80,20
ppt-miR1223c,98,100,4.575,4.75,3.0,0,0,2,80,20
ptc-miR6467,98,100,4.43,4.5,2.5,0,0,2,66,34
sbi-miR6228-3p,98,100,4.18,4.5,1.5,0,1,12,80,20
vvi-miR3625-3p,98,100,4.555,4.75,3.0,0,0,3,76,24
aau-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
aly-miR162a-3p,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
aly-miR162b-3p,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
ath-miR162a-3p,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
ath-miR162b-3p,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
ath-miR401,98,99,4.616161616161616,4.5,2.0,0,1,1,77,22
bdi-miR5167b-3p,98,99,4.358585858585859,4.5,2.5,0,0,5,77,22
bra-miR162-3p,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
cme-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
cpa-miR162a,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
csi-miR162-3p,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
ghr-miR162a,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
gma-miR162b,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
gma-miR162c,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
gra-miR7504i,98,99,4.409090909090909,4.5,2.0,0,1,5,95,4
gra-miR7504j,98,99,4.409090909090909,4.5,2.0,0,1,5,95,4
hpe-miR162a,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
htu-miR162a,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
hvu-miR5049e,98,99,4.595959595959596,4.5,3.0,0,0,1,86,13
hvu-miR6198,98,99,4.388888888888889,4.5,2.5,0,0,2,86,13
mdm-miR162a,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
mdm-miR162b,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
mes-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
mtr-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
mtr-miR5277,98,99,4.083333333333333,4.0,1.5,0,1,14,85,14
mtr-miR5556-3p,98,99,4.409090909090909,4.5,3.0,0,0,4,75,24
nta-miR162a,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
nta-miR162b,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
osa-miR1428e-3p,98,99,4.396464646464646,4.5,2.5,0,0,5,72,27
osa-miR162a,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
osa-miR5828,98,99,4.540404040404041,4.5,3.5,0,0,0,84,15
pde-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
ptc-miR162a,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
ptc-miR162b,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
ptc-miR169x,98,99,4.44949494949495,4.5,2.5,0,0,5,79,20
rco-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
sbi-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
sly-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
stu-miR162a-3p,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
stu-miR162b-3p,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
stu-miR398b-3p,98,99,4.484848484848484,4.5,2.5,0,0,4,71,28
tcc-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
vun-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
vvi-miR162,98,99,4.563131313131313,4.5,3.0,0,0,2,80,19
aly-miR845a-3p,98,98,4.469387755102041,4.5,3.0,0,0,2,71,27
ath-miR5997,98,98,4.489795918367347,4.5,3.0,0,0,3,82,16
ath-miR822-5p,98,98,4.438775510204081,4.5,2.0,0,1,4,85,13
bdi-miR393b-3p,98,98,4.418367346938775,4.5,2.0,0,1,4,71,27
bdi-miR5172-5p,98,98,4.540816326530612,4.5,3.5,0,0,0,74,24
bdi-miR5201-3p,98,98,4.38265306122449,4.5,2.5,0,0,5,69,29
bra-miR9563a-3p,98,98,4.533163265306122,4.5,3.0,0,0,1,82,16
hme-miR-307,98,98,4.510204081632653,4.5,3.0,0,0,1,80,18
mdm-miR7126,98,98,4.275510204081633,4.5,2.0,0,1,8,87,11
nta-miR6025d,98,98,4.336734693877551,4.5,3.0,0,0,4,79,19
osa-miR393b-3p,98,98,4.418367346938775,4.5,2.0,0,1,4,71,27
osa-miR5540,98,98,4.535714285714286,4.5,3.0,0,0,1,87,11
osa-miR6255,98,98,4.428571428571429,4.5,2.5,0,0,8,83,15
osa-miR821a,98,98,4.071428571428571,4.0,2.5,0,0,5,60,38
osa-miR821b,98,98,4.071428571428571,4.0,2.5,0,0,5,60,38
osa-miR821c,98,98,4.071428571428571,4.0,2.5,0,0,5,60,38
ppt-miR1076-5p,98,98,4.607142857142857,4.5,3.5,0,0,0,85,13
ppt-miR1218,98,98,4.525510204081633,4.5,2.0,0,1,4,74,24
ppt-miR895,98,98,4.433673469387755,4.5,3.0,0,0,2,86,12
tae-miR1847-5p,98,98,4.505102040816326,4.5,3.0,0,0,1,85,13
stu-miR8033-3p,97,103,4.286407766990291,4.5,2.5,0,0,7,81,22
bdi-miR7708a-5p,97,102,4.205882352941177,4.5,2.0,0,1,11,87,15
ata-miR166c-3p,97,101,4.183168316831683,4.5,0.5,7,8,14,87,14
bdi-miR166j,97,101,4.183168316831683,4.5,0.5,7,8,14,87,14
csi-miR166a,97,101,4.183168316831683,4.5,0.5,7,8,14,84,17
ctr-miR166,97,101,4.183168316831683,4.5,0.5,7,8,14,84,17
ghr-miR399c,97,101,4.4950495049504955,4.5,2.5,0,0,4,84,17
hbr-miR166b,97,101,4.183168316831683,4.5,0.5,7,8,14,84,17
mes-miR477h,97,101,4.430693069306931,4.5,1.5,0,2,5,91,10
pab-miR166b,97,101,4.183168316831683,4.5,0.5,7,8,14,87,14
ptc-miR166n,97,101,4.183168316831683,4.5,0.5,7,8,14,87,14
ptc-miR166o,97,101,4.183168316831683,4.5,0.5,7,8,14,87,14
ptc-miR166q,97,101,4.183168316831683,4.5,0.5,7,8,14,87,14
aly-miR4223,97,100,4.36,4.5,2.5,0,0,7,76,24
aly-miR4224,97,100,4.33,4.5,1.5,0,1,5,89,11
ata-miR5181-5p,97,100,4.56,4.5,3.0,0,0,1,85,15
ath-miR5663-5p,97,100,4.34,4.5,3.0,0,0,5,96,4
cca-miR6110-5p,97,100,4.2875,4.5,2.0,0,1,5,74,26
cre-miR1159.2,97,100,4.54,4.5,3.0,0,0,2,78,22
gma-miR5786,97,100,4.685,5.0,3.0,0,0,1,87,13
hme-miR-87,97,100,4.405,4.5,2.5,0,0,3,78,22
mdm-miR482c,97,100,4.11,4.0,1.5,0,5,9,60,40
osa-miR2118e,97,100,4.295,4.5,2.0,0,2,8,78,22
osa-miR2118r,97,100,4.295,4.5,2.0,0,2,8,78,22
aly-miR2111a-3p,97,99,4.641414141414141,4.5,2.5,0,0,1,79,20
aly-miR2111c-3p,97,99,4.641414141414141,4.5,2.5,0,0,1,79,20
ath-miR2111a-3p,97,99,4.641414141414141,4.5,2.5,0,0,1,79,20
bna-miR2111a-3p,97,99,4.641414141414141,4.5,2.5,0,0,1,79,20
bra-miR2111a-3p,97,99,4.641414141414141,4.5,2.5,0,0,1,79,20
bra-miR9558-5p,97,99,4.376262626262626,4.5,2.5,0,0,5,84,15
