# BUSCO version is: 6.0.0 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2024-01-08, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
105038at3193	Complete	CcGene_24332	549.9	294	https://v10-1.orthodb.org/?query=105038at3193	Ribosomal protein S5 domain 2-type fold
105152at3193	Complete	CcGene_17404	519.7	309	https://v10-1.orthodb.org/?query=105152at3193	Cell division control protein 73, C-terminal
105160at3193	Complete	CcGene_17682	738.8	283	https://v10-1.orthodb.org/?query=105160at3193	Proline iminopeptidase
105366at3193	Complete	CcGene_26738	664.0	394	https://v10-1.orthodb.org/?query=105366at3193	PUB domain
105380at3193	Complete	CcGene_19393	520.1	271	https://v10-1.orthodb.org/?query=105380at3193	tRNA-dihydrouridine synthase
105405at3193	Complete	CcGene_29295	573.6	299	https://v10-1.orthodb.org/?query=105405at3193	NAD-dependent protein deacylase
105470at3193	Complete	CcGene_29415	538.1	316	https://v10-1.orthodb.org/?query=105470at3193	Lipase
105656at3193	Complete	CcGene_22385	517.4	261	https://v10-1.orthodb.org/?query=105656at3193	UbiA prenyltransferase family
105662at3193	Missing
105974at3193	Complete	CcGene_25539	551.5	336	https://v10-1.orthodb.org/?query=105974at3193	Root UVB sensitive family
105993at3193	Complete	CcGene_29822	695.7	354	https://v10-1.orthodb.org/?query=105993at3193	THIF-type NAD/FAD binding fold
106160at3193	Complete	CcGene_07773	391.6	240	https://v10-1.orthodb.org/?query=106160at3193	Protein PEP-related development arrested 1
106163at3193	Missing
106389at3193	Complete	CcGene_23425	650.5	333	https://v10-1.orthodb.org/?query=106389at3193	N-acetylglucosaminyltransferase II
107444at3193	Complete	CcGene_12998	627.2	331	https://v10-1.orthodb.org/?query=107444at3193	Aminoacyl-tRNA synthetase, class Ic
107992at3193	Complete	CcGene_29508	524.2	286	https://v10-1.orthodb.org/?query=107992at3193	Domain of unknown function DUF1995
108122at3193	Complete	CcGene_28776	615.2	286	https://v10-1.orthodb.org/?query=108122at3193	Replication factor C, C-terminal
108382at3193	Fragmented	CcGene_25455	432.9	283	https://v10-1.orthodb.org/?query=108382at3193	DnaJ domain
108586at3193	Complete	CcGene_32664	378.3	277	https://v10-1.orthodb.org/?query=108586at3193	WD40-repeat-containing domain
108646at3193	Complete	CcGene_02016	471.2	278	https://v10-1.orthodb.org/?query=108646at3193	JmjC domain
108706at3193	Complete	CcGene_19745	425.7	274	https://v10-1.orthodb.org/?query=108706at3193	Tetratricopeptide repeat
108895at3193	Missing
109071at3193	Fragmented	CcGene_12329	315.0	212	https://v10-1.orthodb.org/?query=109071at3193	Mitochondrial carrier domain superfamily
109096at3193	Complete	CcGene_06841	323.6	250	https://v10-1.orthodb.org/?query=109096at3193	Elongator complex protein 5
109325at3193	Fragmented	CcGene_23785	319.4	190	https://v10-1.orthodb.org/?query=109325at3193	HAD superfamily
109328at3193	Complete	CcGene_09042	495.7	274	https://v10-1.orthodb.org/?query=109328at3193	NAD-dependent epimerase/dehydratase
109341at3193	Complete	CcGene_09925	492.4	299	https://v10-1.orthodb.org/?query=109341at3193	Origin recognition complex, subunit 2
109364at3193	Missing
109394at3193	Fragmented	CcGene_32339	341.2	192	https://v10-1.orthodb.org/?query=109394at3193	Glycosyltransferase, ALG3
109434at3193	Missing
109474at3193	Fragmented	CcGene_03620	259.2	258	https://v10-1.orthodb.org/?query=109474at3193	Forkhead-associated (FHA) domain
109552at3193	Fragmented	CcGene_15544	125.7	102	https://v10-1.orthodb.org/?query=109552at3193	Snf7 family
109810at3193	Complete	CcGene_20616	500.5	301	https://v10-1.orthodb.org/?query=109810at3193	ArsA, HSP20-like domain
109837at3193	Missing
109987at3193	Complete	CcGene_23774	497.1	297	https://v10-1.orthodb.org/?query=109987at3193	Zinc finger, C2HC5-type
110023at3193	Complete	CcGene_05351	514.2	268	https://v10-1.orthodb.org/?query=110023at3193	Arginine N-methyltransferase 2
110118at3193	Complete	CcGene_31029	230.9	340	https://v10-1.orthodb.org/?query=110118at3193	Kinetochore protein
110122at3193	Complete	CcGene_14497	546.6	272	https://v10-1.orthodb.org/?query=110122at3193	WD40 repeat
110411at3193	Complete	CcGene_29547	459.3	298	https://v10-1.orthodb.org/?query=110411at3193	Sister chromatid cohesion protein Dcc1
110615at3193	Complete	CcGene_19694	400.0	263	https://v10-1.orthodb.org/?query=110615at3193	Shikimate kinase/gluconokinase
110617at3193	Complete	CcGene_01044	496.5	257	https://v10-1.orthodb.org/?query=110617at3193	Cytochrome C biogenesis protein, transmembrane domain
110810at3193	Fragmented	CcGene_05407	262.9	181	https://v10-1.orthodb.org/?query=110810at3193	WD40 repeat
111086at3193	Complete	CcGene_27210	461.0	248	https://v10-1.orthodb.org/?query=111086at3193	Queuosine salvage protein
111334at3193	Complete	CcGene_24338	557.6	333	https://v10-1.orthodb.org/?query=111334at3193	WD40 repeat
111422at3193	Missing
111493at3193	Complete	CcGene_11466	508.2	290	https://v10-1.orthodb.org/?query=111493at3193	Winged helix-like DNA-binding domain superfamily
111634at3193	Complete	CcGene_06698	522.2	281	https://v10-1.orthodb.org/?query=111634at3193	Haem peroxidase
111709at3193	Complete	CcGene_12545	558.0	313	https://v10-1.orthodb.org/?query=111709at3193	SH3 domain
111753at3193	Complete	CcGene_32757	522.1	337	https://v10-1.orthodb.org/?query=111753at3193	Transferase
111918at3193	Complete	CcGene_09812	443.2	280	https://v10-1.orthodb.org/?query=111918at3193	Rhodanese-like domain
111949at3193	Complete	CcGene_00308	567.7	273	https://v10-1.orthodb.org/?query=111949at3193	ABC transporter, conserved site
112185at3193	Complete	CcGene_16352	689.5	365	https://v10-1.orthodb.org/?query=112185at3193	Protein of unknown function DUF1350
112291at3193	Duplicated	CcGene_05621	271.9	258	https://v10-1.orthodb.org/?query=112291at3193	Pectinesterase
112291at3193	Duplicated	CcGene_23912	268.5	258	https://v10-1.orthodb.org/?query=112291at3193	Pectinesterase
112507at3193	Fragmented	CcGene_30412	357.0	245	https://v10-1.orthodb.org/?query=112507at3193	DnaJ domain
112609at3193	Complete	CcGene_27135	403.8	300	https://v10-1.orthodb.org/?query=112609at3193	F-box domain
112709at3193	Missing
112828at3193	Complete	CcGene_17369	509.5	320	https://v10-1.orthodb.org/?query=112828at3193	Armadillo-type fold
113209at3193	Complete	CcGene_17199	467.2	253	https://v10-1.orthodb.org/?query=113209at3193	Alpha/Beta hydrolase fold
113230at3193	Complete	CcGene_25349	615.6	333	https://v10-1.orthodb.org/?query=113230at3193	Ubiquitin domain
113276at3193	Complete	CcGene_17871	492.3	278	https://v10-1.orthodb.org/?query=113276at3193	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
113485at3193	Complete	CcGene_18066	405.4	258	https://v10-1.orthodb.org/?query=113485at3193	Pleckstrin-like, plant
113514at3193	Complete	CcGene_17727	510.8	292	https://v10-1.orthodb.org/?query=113514at3193	Protein prenyltransferase, alpha subunit
113571at3193	Missing
113591at3193	Complete	CcGene_32151	411.4	285	https://v10-1.orthodb.org/?query=113591at3193	AAR2, C-terminal
113683at3193	Complete	CcGene_31206	555.3	295	https://v10-1.orthodb.org/?query=113683at3193	Alpha/Beta hydrolase fold
113964at3193	Missing
114122at3193	Complete	CcGene_00858	513.3	305	https://v10-1.orthodb.org/?query=114122at3193	PPM-type phosphatase domain
114237at3193	Missing
114367at3193	Complete	CcGene_27612	390.6	225	https://v10-1.orthodb.org/?query=114367at3193	WD40/YVTN repeat-like-containing domain superfamily
114420at3193	Complete	CcGene_03751	392.5	268	https://v10-1.orthodb.org/?query=114420at3193	Leucine-rich repeat
114533at3193	Complete	CcGene_08595	407.6	230	https://v10-1.orthodb.org/?query=114533at3193	Zinc finger, RING-type
114571at3193	Complete	CcGene_19024	465.7	306	https://v10-1.orthodb.org/?query=114571at3193	Zinc finger, HIT-type
115044at3193	Missing
115172at3193	Complete	CcGene_27359	475.7	274	https://v10-1.orthodb.org/?query=115172at3193	Protein phosphatase methylesterase 1
115278at3193	Complete	CcGene_06762	438.4	305	https://v10-1.orthodb.org/?query=115278at3193	BRCA1-A complex subunit BRE
115377at3193	Complete	CcGene_24699	558.9	297	https://v10-1.orthodb.org/?query=115377at3193	Peptidase M41-like
115437at3193	Complete	CcGene_28272	394.9	244	https://v10-1.orthodb.org/?query=115437at3193	mRNA (guanine-N(7))-methyltransferase domain
115533at3193	Complete	CcGene_00340	539.2	312	https://v10-1.orthodb.org/?query=115533at3193	Ribosome biogenesis GTPase RsgA
115537at3193	Complete	CcGene_21577	583.5	340	https://v10-1.orthodb.org/?query=115537at3193	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
115592at3193	Complete	CcGene_22513	677.6	537	https://v10-1.orthodb.org/?query=115592at3193	Armadillo-type fold
115652at3193	Complete	CcGene_07390	420.9	268	https://v10-1.orthodb.org/?query=115652at3193	WD40-repeat-containing domain
115681at3193	Complete	CcGene_12434	326.9	241	https://v10-1.orthodb.org/?query=115681at3193	PPM-type phosphatase domain
115901at3193	Duplicated	CcGene_05837	468.5	287	https://v10-1.orthodb.org/?query=115901at3193	Cell division topological specificity factor MinE
115901at3193	Duplicated	CcGene_05838	468.5	287	https://v10-1.orthodb.org/?query=115901at3193	Cell division topological specificity factor MinE
115953at3193	Complete	CcGene_02769	539.4	324	https://v10-1.orthodb.org/?query=115953at3193	Calycin
116175at3193	Duplicated	CcGene_29434	453.0	453	https://v10-1.orthodb.org/?query=116175at3193	DNA endonuclease Ctp1, C-terminal
116175at3193	Duplicated	CcGene_27146	432.3	453	https://v10-1.orthodb.org/?query=116175at3193	DNA endonuclease Ctp1, C-terminal
116353at3193	Complete	CcGene_09948	538.8	300	https://v10-1.orthodb.org/?query=116353at3193	Armadillo-type fold
116432at3193	Missing
116868at3193	Complete	CcGene_33525	451.3	242	https://v10-1.orthodb.org/?query=116868at3193	GCR1-cAMP receptor
116963at3193	Complete	CcGene_18536	324.0	224	https://v10-1.orthodb.org/?query=116963at3193	DHH phosphoesterase superfamily
117028at3193	Complete	CcGene_23458	543.1	300	https://v10-1.orthodb.org/?query=117028at3193	Histone deacetylase domain
117072at3193	Duplicated	CcGene_19356	395.7	316	https://v10-1.orthodb.org/?query=117072at3193	MutY, C-terminal
117072at3193	Duplicated	CcGene_18208	392.3	316	https://v10-1.orthodb.org/?query=117072at3193	MutY, C-terminal
117318at3193	Missing
117321at3193	Complete	CcGene_30138	459.1	243	https://v10-1.orthodb.org/?query=117321at3193	TatD family
117785at3193	Complete	CcGene_09308	534.5	279	https://v10-1.orthodb.org/?query=117785at3193	Peptidase T2, asparaginase 2
117788at3193	Complete	CcGene_04704	409.4	286	https://v10-1.orthodb.org/?query=117788at3193	Leucine-rich repeat
117882at3193	Fragmented	CcGene_05892	363.6	241	https://v10-1.orthodb.org/?query=117882at3193	FAD dependent oxidoreductase
118094at3193	Complete	CcGene_05564	506.5	276	https://v10-1.orthodb.org/?query=118094at3193	Ubiquitin domain
118287at3193	Complete	CcGene_23526	326.6	189	https://v10-1.orthodb.org/?query=118287at3193	Uracil-DNA glycosylase
118313at3193	Duplicated	CcGene_01273	538.5	301	https://v10-1.orthodb.org/?query=118313at3193	Alcohol dehydrogenase, C-terminal
118313at3193	Duplicated	CcGene_18582	477.2	301	https://v10-1.orthodb.org/?query=118313at3193	Alcohol dehydrogenase, C-terminal
118313at3193	Duplicated	CcGene_29083	476.7	301	https://v10-1.orthodb.org/?query=118313at3193	Alcohol dehydrogenase, C-terminal
118398at3193	Complete	CcGene_09501	544.3	361	https://v10-1.orthodb.org/?query=118398at3193	Cytoplasmic tRNA 2-thiolation protein 2
118639at3193	Complete	CcGene_22735	378.2	265	https://v10-1.orthodb.org/?query=118639at3193	Protein N-terminal asparagine amidohydrolase
118755at3193	Complete	CcGene_29940	413.4	260	https://v10-1.orthodb.org/?query=118755at3193	tRNA-binding domain
119040at3193	Complete	CcGene_01999	543.6	295	https://v10-1.orthodb.org/?query=119040at3193	Peptide chain release factor
119090at3193	Missing
119120at3193	Complete	CcGene_17790	573.4	329	https://v10-1.orthodb.org/?query=119120at3193	Methyltransferase small domain
119341at3193	Missing
119367at3193	Complete	CcGene_24071	536.2	285	https://v10-1.orthodb.org/?query=119367at3193	Cysteine peptidase, cysteine active site
119415at3193	Complete	CcGene_26681	560.7	278	https://v10-1.orthodb.org/?query=119415at3193	Protein-ribulosamine 3-kinase, chloroplastic
119747at3193	Complete	CcGene_15212	386.3	216	https://v10-1.orthodb.org/?query=119747at3193	CobQ/CobB/MinD/ParA nucleotide binding domain
120142at3193	Missing
120194at3193	Complete	CcGene_07652	413.1	245	https://v10-1.orthodb.org/?query=120194at3193	Short-chain dehydrogenase/reductase SDR
120357at3193	Complete	CcGene_23236	423.4	245	https://v10-1.orthodb.org/?query=120357at3193	Amidohydrolase-related
120589at3193	Complete	CcGene_03700	497.6	276	https://v10-1.orthodb.org/?query=120589at3193	GTP binding domain
120627at3193	Missing
120714at3193	Complete	CcGene_01205	463.0	248	https://v10-1.orthodb.org/?query=120714at3193	Leucine carboxyl methyltransferase 1
120718at3193	Complete	CcGene_15419	314.8	238	https://v10-1.orthodb.org/?query=120718at3193	Lipid droplet-associated hydrolase
120730at3193	Missing
120820at3193	Fragmented	CcGene_22147	227.2	165	https://v10-1.orthodb.org/?query=120820at3193	DTW
120972at3193	Complete	CcGene_00643	501.7	275	https://v10-1.orthodb.org/?query=120972at3193	NADP-dependent oxidoreductase domain
121132at3193	Complete	CcGene_25254	503.9	280	https://v10-1.orthodb.org/?query=121132at3193	Forkhead-associated (FHA) domain
121315at3193	Complete	CcGene_11405	608.2	350	https://v10-1.orthodb.org/?query=121315at3193	Pseudouridine synthase II, N-terminal
121323at3193	Missing
121345at3193	Complete	CcGene_01625	433.1	211	https://v10-1.orthodb.org/?query=121345at3193	ATP-dependent Clp protease proteolytic subunit
121419at3193	Fragmented	CcGene_25916	243.0	155	https://v10-1.orthodb.org/?query=121419at3193	Etoposide-induced 2.4
121531at3193	Complete	CcGene_01543	427.4	218	https://v10-1.orthodb.org/?query=121531at3193	ATP-dependent Clp protease proteolytic subunit
121539at3193	Complete	CcGene_09494	492.2	279	https://v10-1.orthodb.org/?query=121539at3193	Tetratricopeptide repeat
121573at3193	Complete	CcGene_07501	388.0	217	https://v10-1.orthodb.org/?query=121573at3193	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
121638at3193	Complete	CcGene_32128	456.3	277	https://v10-1.orthodb.org/?query=121638at3193	zinc transporter 5
121882at3193	Missing
121964at3193	Complete	CcGene_09524	526.7	295	https://v10-1.orthodb.org/?query=121964at3193	Glycerol-3-phosphate dehydrogenase 
121971at3193	Missing
122353at3193	Complete	CcGene_32187	541.0	271	https://v10-1.orthodb.org/?query=122353at3193	Carbon-nitrogen hydrolase
122450at3193	Fragmented	CcGene_14070	295.3	321	https://v10-1.orthodb.org/?query=122450at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
122462at3193	Complete	CcGene_11319	365.9	309	https://v10-1.orthodb.org/?query=122462at3193	Root UVB sensitive family
122476at3193	Complete	CcGene_14949	660.4	516	https://v10-1.orthodb.org/?query=122476at3193	K Homology domain, type 1 superfamily
122548at3193	Complete	CcGene_10970	480.4	283	https://v10-1.orthodb.org/?query=122548at3193	Ribosomal RNA small subunit methyltransferase H
122737at3193	Complete	CcGene_04357	384.4	235	https://v10-1.orthodb.org/?query=122737at3193	Mad3/Bub1 homology region 1
122934at3193	Complete	CcGene_08574	509.2	353	https://v10-1.orthodb.org/?query=122934at3193	Zinc finger, C3HC-like
123110at3193	Missing
123218at3193	Complete	CcGene_00483	273.3	203	https://v10-1.orthodb.org/?query=123218at3193	Regulatory protein RecX
123292at3193	Complete	CcGene_27034	570.8	315	https://v10-1.orthodb.org/?query=123292at3193	Methylthioribose-1-phosphate isomerase
123327at3193	Complete	CcGene_32893	531.0	268	https://v10-1.orthodb.org/?query=123327at3193	Alpha/Beta hydrolase fold
123351at3193	Complete	CcGene_16844	499.4	322	https://v10-1.orthodb.org/?query=123351at3193	IPP transferase
123400at3193	Duplicated	CcGene_14288	399.1	239	https://v10-1.orthodb.org/?query=123400at3193	Oxidoreductase-like
123400at3193	Duplicated	CcGene_24490	399.1	239	https://v10-1.orthodb.org/?query=123400at3193	Oxidoreductase-like
123454at3193	Complete	CcGene_03445	369.7	206	https://v10-1.orthodb.org/?query=123454at3193	S-adenosyl-L-methionine-dependent methyltransferase
123630at3193	Complete	CcGene_32851	484.4	282	https://v10-1.orthodb.org/?query=123630at3193	S1 domain
123784at3193	Complete	CcGene_07140	765.9	461	https://v10-1.orthodb.org/?query=123784at3193	DnaJ domain
123874at3193	Complete	CcGene_27793	621.9	316	https://v10-1.orthodb.org/?query=123874at3193	SOUL haem-binding protein
123957at3193	Complete	CcGene_20372	474.4	316	https://v10-1.orthodb.org/?query=123957at3193	Glycosyl transferase, family 19
124053at3193	Duplicated	CcGene_14515	400.7	261	https://v10-1.orthodb.org/?query=124053at3193	RmlD-like substrate binding domain
124053at3193	Duplicated	CcGene_08565	394.5	254	https://v10-1.orthodb.org/?query=124053at3193	RmlD-like substrate binding domain
124129at3193	Complete	CcGene_06037	444.2	254	https://v10-1.orthodb.org/?query=124129at3193	Oxoglutarate/iron-dependent dioxygenase
124441at3193	Complete	CcGene_07934	414.1	237	https://v10-1.orthodb.org/?query=124441at3193	TIP41-like protein
124504at3193	Missing
124542at3193	Missing
124618at3193	Complete	CcGene_24136	426.6	223	https://v10-1.orthodb.org/?query=124618at3193	Lipocalin
124686at3193	Complete	CcGene_26786	563.3	338	https://v10-1.orthodb.org/?query=124686at3193	GTP binding domain
125141at3193	Complete	CcGene_20953	643.6	425	https://v10-1.orthodb.org/?query=125141at3193	Zinc finger, CCCH-type
125213at3193	Fragmented	CcGene_25824	122.7	105	https://v10-1.orthodb.org/?query=125213at3193	Haem oxygenase HugZ-like superfamily
125543at3193	Complete	CcGene_16281	464.7	290	https://v10-1.orthodb.org/?query=125543at3193	Tetratricopeptide-like helical domain superfamily
125595at3193	Fragmented	CcGene_16570	238.4	143	https://v10-1.orthodb.org/?query=125595at3193	Ribonuclease
125597at3193	Complete	CcGene_28439	460.3	244	https://v10-1.orthodb.org/?query=125597at3193	GPN-loop GTPase
125653at3193	Complete	CcGene_28212	593.0	296	https://v10-1.orthodb.org/?query=125653at3193	Acyl transferase
126110at3193	Complete	CcGene_11246	460.4	288	https://v10-1.orthodb.org/?query=126110at3193	THUMP domain
126310at3193	Complete	CcGene_22335	371.7	224	https://v10-1.orthodb.org/?query=126310at3193	Proteasome assembly chaperone 2
126380at3193	Complete	CcGene_20402	530.6	320	https://v10-1.orthodb.org/?query=126380at3193	RNA (C5-cytosine) methyltransferase
126415at3193	Complete	CcGene_27001	325.1	225	https://v10-1.orthodb.org/?query=126415at3193	tRNA pseudouridine synthase
126677at3193	Duplicated	CcGene_09497	400.1	256	https://v10-1.orthodb.org/?query=126677at3193	AP2/ERF domain
126677at3193	Duplicated	CcGene_31960	400.1	256	https://v10-1.orthodb.org/?query=126677at3193	AP2/ERF domain
126918at3193	Fragmented	CcGene_15579	349.9	184	https://v10-1.orthodb.org/?query=126918at3193	5'-3' exonuclease, alpha-helical arch, N-terminal
127141at3193	Complete	CcGene_14129	456.9	268	https://v10-1.orthodb.org/?query=127141at3193	Uricase
127216at3193	Complete	CcGene_18261	365.4	304	https://v10-1.orthodb.org/?query=127216at3193	Zinc finger, RING-type
127316at3193	Missing
127464at3193	Complete	CcGene_32157	351.9	246	https://v10-1.orthodb.org/?query=127464at3193	Tetratricopeptide repeat
127528at3193	Missing
127764at3193	Complete	CcGene_26093	438.3	256	https://v10-1.orthodb.org/?query=127764at3193	Methyltransferase type 11
127774at3193	Fragmented	CcGene_17750	333.1	163	https://v10-1.orthodb.org/?query=127774at3193	Phospholipid scramblase
127775at3193	Complete	CcGene_32728	315.1	204	https://v10-1.orthodb.org/?query=127775at3193	Plastid lipid-associated protein/fibrillin conserved domain
127800at3193	Complete	CcGene_22009	374.3	221	https://v10-1.orthodb.org/?query=127800at3193	3-hydroxyisobutyrate dehydrogenase
127808at3193	Complete	CcGene_00711	460.6	244	https://v10-1.orthodb.org/?query=127808at3193	Carbon-nitrogen hydrolase
127985at3193	Complete	CcGene_06290	351.0	180	https://v10-1.orthodb.org/?query=127985at3193	ATP-dependent Clp protease proteolytic subunit
128124at3193	Complete	CcGene_16071	521.6	359	https://v10-1.orthodb.org/?query=128124at3193	Suppressor of white apricot, N-terminal domain
128179at3193	Duplicated	CcGene_18478	556.8	314	https://v10-1.orthodb.org/?query=128179at3193	Alcohol dehydrogenase, N-terminal
128179at3193	Duplicated	CcGene_28970	555.2	314	https://v10-1.orthodb.org/?query=128179at3193	Alcohol dehydrogenase, N-terminal
128218at3193	Complete	CcGene_19799	487.5	271	https://v10-1.orthodb.org/?query=128218at3193	C-5 cytosine methyltransferase
128312at3193	Duplicated	CcGene_24636	406.8	402	https://v10-1.orthodb.org/?query=128312at3193	Plant specific eukaryotic initiation factor 4B
128312at3193	Duplicated	CcGene_30502	386.9	381	https://v10-1.orthodb.org/?query=128312at3193	Plant specific eukaryotic initiation factor 4B
128656at3193	Fragmented	CcGene_30707	279.2	154	https://v10-1.orthodb.org/?query=128656at3193	PPM-type phosphatase domain
128674at3193	Fragmented	CcGene_08724	183.9	182	https://v10-1.orthodb.org/?query=128674at3193	Protein MULTIPOLAR SPINDLE 1
128799at3193	Complete	CcGene_30394	445.3	225	https://v10-1.orthodb.org/?query=128799at3193	Copper chaperone SCO1/SenC
129010at3193	Complete	CcGene_08012	399.6	272	https://v10-1.orthodb.org/?query=129010at3193	SUF system FeS cluster assembly, SufBD
129029at3193	Complete	CcGene_10134	393.8	259	https://v10-1.orthodb.org/?query=129029at3193	RNA-binding, CRM domain
129063at3193	Complete	CcGene_19442	367.8	211	https://v10-1.orthodb.org/?query=129063at3193	Pyridoxamine 5'-phosphate oxidase, putative
129341at3193	Complete	CcGene_16644	467.2	273	https://v10-1.orthodb.org/?query=129341at3193	Aspartate/glutamate/uridylate kinase
129527at3193	Complete	CcGene_13346	290.0	177	https://v10-1.orthodb.org/?query=129527at3193	NAD kinase
129584at3193	Complete	CcGene_18644	347.7	284	https://v10-1.orthodb.org/?query=129584at3193	Smr domain
129671at3193	Complete	CcGene_28775	417.4	280	https://v10-1.orthodb.org/?query=129671at3193	Pseudouridine synthase, RsuA/RluA
129879at3193	Complete	CcGene_27965	454.6	280	https://v10-1.orthodb.org/?query=129879at3193	DNA recombination and repair protein Rad51-like, C-terminal
129904at3193	Complete	CcGene_16755	445.4	247	https://v10-1.orthodb.org/?query=129904at3193	DnaJ domain
130037at3193	Complete	CcGene_20419	354.5	234	https://v10-1.orthodb.org/?query=130037at3193	Lysine methyltransferase
130311at3193	Complete	CcGene_11412	439.5	241	https://v10-1.orthodb.org/?query=130311at3193	Hemimethylated DNA-binding domain
130505at3193	Complete	CcGene_29035	447.1	299	https://v10-1.orthodb.org/?query=130505at3193	LOC100839001
130511at3193	Complete	CcGene_18742	283.1	229	https://v10-1.orthodb.org/?query=130511at3193	OCRE domain
130554at3193	Complete	CcGene_32984	594.1	333	https://v10-1.orthodb.org/?query=130554at3193	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
130625at3193	Complete	CcGene_19807	382.7	314	https://v10-1.orthodb.org/?query=130625at3193	Myosin heavy chain-like protein
130795at3193	Fragmented	CcGene_17428	331.1	182	https://v10-1.orthodb.org/?query=130795at3193	NUDIX hydrolase domain
130835at3193	Complete	CcGene_02536	380.0	232	https://v10-1.orthodb.org/?query=130835at3193	RmlC-like cupin domain superfamily
130994at3193	Fragmented	CcGene_12192	221.4	164	https://v10-1.orthodb.org/?query=130994at3193	OTU domain
131273at3193	Complete	CcGene_07361	467.1	270	https://v10-1.orthodb.org/?query=131273at3193	Elongation factor Ts, mitochondrial
131396at3193	Complete	CcGene_17261	491.2	265	https://v10-1.orthodb.org/?query=131396at3193	Tab2-like
131437at3193	Fragmented	CcGene_01836	191.0	109	https://v10-1.orthodb.org/?query=131437at3193	Pseudouridine-5'-phosphate glycosidase
131495at3193	Complete	CcGene_29406	498.3	303	https://v10-1.orthodb.org/?query=131495at3193	tRNA pseudouridine synthase
131839at3193	Complete	CcGene_27175	279.6	173	https://v10-1.orthodb.org/?query=131839at3193	SANT/Myb domain
132092at3193	Missing
132099at3193	Missing
132355at3193	Duplicated	CcGene_22717	445.7	244	https://v10-1.orthodb.org/?query=132355at3193	Electron transfer flavoprotein, alpha subunit, C-terminal
132355at3193	Duplicated	CcGene_27152	445.7	244	https://v10-1.orthodb.org/?query=132355at3193	Electron transfer flavoprotein, alpha subunit, C-terminal
132496at3193	Complete	CcGene_16480	828.4	507	https://v10-1.orthodb.org/?query=132496at3193	Pentatricopeptide repeat
132714at3193	Duplicated	CcGene_25762	434.2	323	https://v10-1.orthodb.org/?query=132714at3193	NAD(P)-binding domain
132714at3193	Duplicated	CcGene_14965	421.6	323	https://v10-1.orthodb.org/?query=132714at3193	NAD(P)-binding domain
133295at3193	Complete	CcGene_29441	483.6	252	https://v10-1.orthodb.org/?query=133295at3193	Glucose-6-phosphate 1-epimerase
133520at3193	Complete	CcGene_23922	398.9	275	https://v10-1.orthodb.org/?query=133520at3193	Leucine-rich repeat, cysteine-containing subtype
133826at3193	Complete	CcGene_02505	226.4	314	https://v10-1.orthodb.org/?query=133826at3193	Bromodomain
134017at3193	Complete	CcGene_22308	451.3	275	https://v10-1.orthodb.org/?query=134017at3193	Phosphoglycolate phosphatase-like, domain 2
134035at3193	Complete	CcGene_10539	592.7	357	https://v10-1.orthodb.org/?query=134035at3193	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
134135at3193	Complete	CcGene_18780	397.6	225	https://v10-1.orthodb.org/?query=134135at3193	uncharacterized protein LOC101497501
134161at3193	Complete	CcGene_26980	334.5	243	https://v10-1.orthodb.org/?query=134161at3193	2-carboxy-1,4-naphthoquinone phytyltransferase
134178at3193	Complete	CcGene_02473	411.9	232	https://v10-1.orthodb.org/?query=134178at3193	Nucleoporin Nup54, alpha-helical domain
134279at3193	Complete	CcGene_20665	558.1	291	https://v10-1.orthodb.org/?query=134279at3193	Replication factor C, C-terminal
134382at3193	Missing
134555at3193	Complete	CcGene_24546	357.6	268	https://v10-1.orthodb.org/?query=134555at3193	TraB family
134572at3193	Complete	CcGene_19421	300.4	194	https://v10-1.orthodb.org/?query=134572at3193	Ferredoxin-dependent bilin reductase
134625at3193	Complete	CcGene_13970	430.2	246	https://v10-1.orthodb.org/?query=134625at3193	Peptidase M41-like
134867at3193	Complete	CcGene_30602	553.8	284	https://v10-1.orthodb.org/?query=134867at3193	Ubiquinol oxidase
134878at3193	Complete	CcGene_29875	418.4	258	https://v10-1.orthodb.org/?query=134878at3193	Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
134948at3193	Complete	CcGene_22366	516.4	346	https://v10-1.orthodb.org/?query=134948at3193	SANT/Myb domain
134953at3193	Fragmented	CcGene_02183	232.9	122	https://v10-1.orthodb.org/?query=134953at3193	NAD(P)-binding domain
134972at3193	Complete	CcGene_07726	269.5	295	https://v10-1.orthodb.org/?query=134972at3193	uncharacterized protein LOC104595738
135024at3193	Missing
135198at3193	Complete	CcGene_17781	385.8	221	https://v10-1.orthodb.org/?query=135198at3193	Methyltransferase domain 25
135305at3193	Complete	CcGene_00473	432.3	306	https://v10-1.orthodb.org/?query=135305at3193	UBX domain
135464at3193	Fragmented	CcGene_14606	84.0	91	https://v10-1.orthodb.org/?query=135464at3193	2-isopropylmalate synthase
135652at3193	Missing
135819at3193	Missing
